,Player,Season,Team,dob,pos
2731,Tyler Ennis,20102011,Buffalo Sabres,1989-10-06,RW/LW
2732,Alexandre Burrows,20102011,Vancouver Canucks,1981-04-11,RW/LW
2733,Ryan Callahan,20102011,New York Rangers,1985-03-21,RW
2734,Chris Kunitz,20102011,Pittsburgh Penguins,1979-09-26,LW
2735,Marian Gaborik,20102011,New York Rangers,1982-02-14,RW/LW
2736,Patric Hornqvist,20102011,Nashville Predators,1987-01-01,RW
2737,Radim Vrbata,20102011,Phoenix Coyotes,1981-06-13,RW
2738,Bryan Little,20102011,Atlanta Thrashers,1987-11-12,C
2739,Brooks Laich,20102011,Washington Capitals,1983-06-23,C/LW
2740,Shea Weber,20102011,Nashville Predators,1985-08-14,D
2741,Mark Recchi,20102011,Boston Bruins,1968-02-01,RW
2742,Brent Seabrook,20102011,Chicago Blackhawks,1985-04-20,D
2743,Brian Rafalski,20102011,Detroit Red Wings,1973-09-28,D
2744,Ryan Smyth,20102011,Los Angeles Kings,1976-02-21,LW
2745,Mike Cammalleri,20102011,Montréal Canadiens,1982-06-08,W/C
2746,Antoine Vermette,20102011,Columbus Blue Jackets,1982-07-20,C
2747,Derick Brassard,20102011,Columbus Blue Jackets,1987-09-22,C/LW
2748,Tomas Kaberle,20102011,totals,1978-03-02,D
2749,Brian Gionta,20102011,Montréal Canadiens,1979-01-18,RW
2750,Daniel Cleary,20102011,Detroit Red Wings,1978-12-18,RW/LW
2751,Blake Comeau,20102011,New York Islanders,1986-02-18,LW/RW
2752,Kris Versteeg,20102011,totals,1986-05-13,RW/LW
2753,Matt D'Agostini,20102011,St Louis Blues,1986-10-23,RW/LW
2754,Andrew Brunette,20102011,Minnesota Wild,1973-08-24,LW
2755,Brent Burns,20102011,Minnesota Wild,1985-03-09,D
2756,Jakub Voracek,20102011,Columbus Blue Jackets,1989-08-15,RW
2757,Alex Goligoski,20102011,totals,1985-07-30,D
2758,John-Michael Liles,20102011,Colorado Avalanche,1980-11-25,D
2759,David Jones,20102011,Colorado Avalanche,1984-08-10,RW
2760,Dustin Penner,20102011,totals,1982-09-28,LW
2761,James Neal,20102011,totals,1987-09-03,LW/RW
2762,Tyler Kennedy,20102011,Pittsburgh Penguins,1986-07-15,C/RW
2763,Derek Stepan,20102011,New York Rangers,1990-06-18,C
2764,Andrei Kostitsyn,20102011,Montréal Canadiens,1985-02-03,LW/RW
2765,Todd Bertuzzi,20102011,Detroit Red Wings,1975-02-02,RW/LW
2766,Saku Koivu,20102011,Anaheim Ducks,1974-11-23,C
2767,Erik Karlsson,20102011,Ottawa Senators,1990-05-31,D
2768,Duncan Keith,20102011,Chicago Blackhawks,1983-07-16,D
2769,Blake Wheeler,20102011,totals,1986-08-31,RW/C
2770,Artem Anisimov,20102011,New York Rangers,1988-05-24,C
2771,Zdeno Chara,20102011,Boston Bruins,1977-03-18,D
2772,Frans Nielsen,20102011,New York Islanders,1984-04-24,C
2773,Travis Zajac,20102011,New Jersey Devils,1985-05-13,C
2774,Curtis Glencross,20102011,Calgary Flames,1982-12-28,LW
2775,Jarret Stoll,20102011,Los Angeles Kings,1982-06-24,C
2776,Evander Kane,20102011,Atlanta Thrashers,1991-08-02,LW
2777,Jordan Eberle,20102011,Edmonton Oilers,1990-05-15,RW
2778,Alex Pietrangelo,20102011,St Louis Blues,1990-01-18,D
2779,Brendan Morrison,20102011,Calgary Flames,1975-08-15,C
2780,Kevin Shattenkirk,20102011,totals,1989-01-29,D
2781,Mark Giordano,20102011,Calgary Flames,1983-10-03,D
2782,Taylor Hall,20102011,Edmonton Oilers,1991-11-14,LW
2783,Sam Gagner,20102011,Edmonton Oilers,1989-08-10,C/RW
2784,Tomas Kopecky,20102011,Chicago Blackhawks,1982-02-05,W/C
2785,Ales Hemsky,20102011,Edmonton Oilers,1983-08-13,RW
2786,Tim Connolly,20102011,Buffalo Sabres,1981-05-07,C
2787,Jack Johnson,20102011,Los Angeles Kings,1987-01-13,D
2788,Devin Setoguchi,20102011,San Jose Sharks,1987-01-01,RW
2789,Brad Marchand,20102011,Boston Bruins,1988-05-11,W/C
2790,Mike Santorelli,20102011,Florida Panthers,1985-12-14,C
2791,Michael Ryder,20102011,Boston Bruins,1980-03-31,RW
2792,Rich Peverley,20102011,totals,1982-07-08,C
2793,David Legwand,20102011,Nashville Predators,1980-08-17,C
2794,Nik Antropov,20102011,Atlanta Thrashers,1980-02-18,C/RW
2795,Mike Knuble,20102011,Washington Capitals,1972-07-04,RW
2796,David Booth,20102011,Florida Panthers,1984-11-24,LW/RW
2797,James van Riemsdyk,20102011,Philadelphia Flyers,1989-05-04,LW
2798,Lauri Korpikoski,20102011,Phoenix Coyotes,1986-07-28,LW/RW
2799,Simon Gagne,20102011,Tampa Bay Lightning,1980-02-29,LW
2800,Sergei Samsonov,20102011,totals,1978-10-27,LW
2801,Eric Belanger,20102011,Phoenix Coyotes,1977-12-16,C
2802,Drew Doughty,20102011,Los Angeles Kings,1989-12-08,D
2803,Joe Corvo,20102011,Carolina Hurricanes,1977-06-20,D
2804,Dennis Wideman,20102011,totals,1983-03-20,D
2805,Cam Fowler,20102011,Anaheim Ducks,1991-12-05,D
2806,Matt Carle,20102011,Philadelphia Flyers,1984-09-25,D
2807,Valtteri Filppula,20102011,Detroit Red Wings,1984-03-20,C/LW
2808,Mason Raymond,20102011,Vancouver Canucks,1985-09-17,LW/RW
2809,Anthony Stewart,20102011,Atlanta Thrashers,1985-01-05,RW
2810,Cory Stillman,20102011,totals,1973-12-20,LW
2811,Matt Cullen,20102011,Minnesota Wild,1976-11-02,C
2812,Ryan Suter,20102011,Nashville Predators,1985-01-21,D
2813,Lee Stempniak,20102011,Phoenix Coyotes,1983-02-04,RW
2814,Ryan Malone,20102011,Tampa Bay Lightning,1979-12-01,LW
2815,P.K. Subban,20102011,Montréal Canadiens,1989-05-13,D
2816,Pierre-Marc Bouchard,20102011,Minnesota Wild,1984-04-27,C
2817,Michael Frolik,20102011,totals,1988-02-17,RW/LW
2818,Scott Gomez,20102011,Montréal Canadiens,1979-12-23,C
2819,Tomas Holmstrom,20102011,Detroit Red Wings,1973-01-23,RW
2820,Bryan Bickell,20102011,Chicago Blackhawks,1986-03-09,LW
2821,Pascal Dupuis,20102011,Pittsburgh Penguins,1979-04-07,LW
2822,Kyle Brodziak,20102011,Minnesota Wild,1984-05-25,C
2823,Evgeni Malkin,20102011,Pittsburgh Penguins,1986-07-31,C
2824,Dave Bolland,20102011,Chicago Blackhawks,1986-06-05,C/RW
2825,Niklas Kronwall,20102011,Detroit Red Wings,1981-01-12,D
2826,Jiri Hudler,20102011,Detroit Red Wings,1984-01-04,LW
2827,Tyler Myers,20102011,Buffalo Sabres,1990-02-01,D
2828,John Carlson,20102011,Washington Capitals,1990-01-10,D
2829,Kimmo Timonen,20102011,Philadelphia Flyers,1975-03-18,D
2830,Mike Fisher,20102011,totals,1980-06-05,C
2831,Troy Brouwer,20102011,Chicago Blackhawks,1985-08-17,RW/LW
2832,Niclas Bergfors,20102011,totals,1987-03-07,RW
2833,Brian Boyle,20102011,New York Rangers,1984-12-18,C/LW
2834,Antti Miettinen,20102011,Minnesota Wild,1980-07-03,W/C
2835,Jordan Leopold,20102011,Buffalo Sabres,1980-08-03,D
2836,Wojtek Wolski,20102011,totals,1986-02-24,LW/RW
2837,Anton Babchuk,20102011,totals,1984-05-06,D
2838,Andrew Cogliano,20102011,Edmonton Oilers,1987-06-14,C/LW
2839,Derek Roy,20102011,Buffalo Sabres,1983-05-04,C
2840,Joni Pitkanen,20102011,Carolina Hurricanes,1983-09-19,D
2841,Scottie Upshall,20102011,totals,1983-10-07,LW/RW
2842,Cal Clutterbuck,20102011,Minnesota Wild,1987-11-18,RW
2843,Alex Kovalev,20102011,totals,1973-02-24,RW
2844,Colin Wilson,20102011,Nashville Predators,1989-10-20,LW/C
2845,Magnus Paajarvi,20102011,Edmonton Oilers,1991-04-12,LW/RW
2846,Brian Rolston,20102011,New Jersey Devils,1973-02-21,LW
2847,Nick Foligno,20102011,Ottawa Senators,1987-10-31,LW/RW
2848,Roman Hamrlik,20102011,Montréal Canadiens,1974-04-12,D
2849,Milan Michalek,20102011,Ottawa Senators,1984-12-07,LW/RW
2850,T.J. Oshie,20102011,St Louis Blues,1986-12-23,RW
2851,Dominic Moore,20102011,Tampa Bay Lightning,1980-08-03,C
2852,Jason Blake,20102011,Anaheim Ducks,1973-09-02,LW/C
2853,Tyler Bozak,20102011,Toronto Maple Leafs,1986-03-19,C
2854,Marty Reasoner,20102011,Florida Panthers,1977-02-26,C
2855,Darren Helm,20102011,Detroit Red Wings,1987-01-21,C/LW
2856,Steve Ott,20102011,Dallas Stars,1982-08-19,C/W
2857,Steve Downie,20102011,Tampa Bay Lightning,1987-04-03,RW
2858,Jamie Langenbrunner,20102011,totals,1975-07-24,RW
2859,Alexander Edler,20102011,Vancouver Canucks,1986-04-21,D
2860,Andrej Meszaros,20102011,Philadelphia Flyers,1985-10-13,D
2861,Dennis Seidenberg,20102011,Boston Bruins,1981-07-18,D
2862,Taylor Pyatt,20102011,Phoenix Coyotes,1981-08-19,LW
2863,Jason Arnott,20102011,totals,1974-10-11,C
2864,Nathan Gerbe,20102011,Buffalo Sabres,1987-07-24,C/LW
2865,Chad LaRose,20102011,Carolina Hurricanes,1982-03-27,RW/LW
2866,Daniel Alfredsson,20102011,Ottawa Senators,1972-12-11,RW
2867,Joffrey Lupul,20102011,totals,1983-09-23,RW
2868,Tomas Fleischmann,20102011,totals,1984-05-16,LW
2869,Paul Gaustad,20102011,Buffalo Sabres,1982-02-03,C
2870,Brett Clark,20102011,Tampa Bay Lightning,1976-12-23,D
2871,Matt Stajan,20102011,Calgary Flames,1983-12-19,C
2872,Dan Girardi,20102011,New York Rangers,1984-04-29,D
2873,David Moss,20102011,Calgary Flames,1981-12-28,RW/LW
2874,Wayne Simmonds,20102011,Los Angeles Kings,1988-08-26,RW
2875,Dainius Zubrus,20102011,New Jersey Devils,1978-06-16,W/C
2876,Benoit Pouliot,20102011,Montréal Canadiens,1986-09-29,LW
2877,Matt Cooke,20102011,Pittsburgh Penguins,1978-09-07,LW
2878,Michal Handzus,20102011,Los Angeles Kings,1977-03-11,C
2879,Jordan Staal,20102011,Pittsburgh Penguins,1988-09-10,C
2880,Manny Malhotra,20102011,Vancouver Canucks,1980-05-18,C
2881,Dion Phaneuf,20102011,Toronto Maple Leafs,1985-04-10,D
2882,Jamie McBain,20102011,Carolina Hurricanes,1988-02-25,D
2883,Stephane Robidas,20102011,Dallas Stars,1977-03-03,D
2884,Sean Bergenheim,20102011,Tampa Bay Lightning,1984-02-08,LW/RW
2885,Raffi Torres,20102011,Vancouver Canucks,1981-10-08,LW
2886,Brandon Sutter,20102011,Carolina Hurricanes,1989-02-14,C/RW
2887,Gregory Campbell,20102011,Boston Bruins,1983-12-17,C
2888,Brandon Prust,20102011,New York Rangers,1984-03-16,LW/RW
2889,Jochen Hecht,20102011,Buffalo Sabres,1977-06-21,C/LW
2890,Joel Ward,20102011,Nashville Predators,1980-12-02,RW
2891,Jannik Hansen,20102011,Vancouver Canucks,1986-03-15,RW/LW
2892,Erik Johnson,20102011,totals,1988-03-21,D
2893,Cody Franson,20102011,Nashville Predators,1987-08-08,D
2894,Vladimir Sobotka,20102011,St Louis Blues,1987-07-02,C/LW
2895,Marc Staal,20102011,New York Rangers,1987-01-13,D
2896,Andrej Sekera,20102011,Buffalo Sabres,1986-06-08,D
2897,Chris Kelly,20102011,totals,1980-11-11,C/LW
2898,Chris Higgins,20102011,totals,1983-06-02,LW
2899,Josh Bailey,20102011,New York Islanders,1989-10-02,RW/C
2900,Bryan McCabe,20102011,totals,1975-06-08,D
2901,Mark Letestu,20102011,Pittsburgh Penguins,1985-02-04,C
2902,Marcus Johansson,20102011,Washington Capitals,1990-10-06,C/LW
2903,Erik Christensen,20102011,New York Rangers,1983-12-17,C
2904,Niklas Hagman,20102011,Calgary Flames,1979-12-05,LW/RW
2905,Ryan Shannon,20102011,Ottawa Senators,1983-03-02,C/RW
2906,Shawn Horcoff,20102011,Edmonton Oilers,1978-09-17,C
2907,Trevor Daley,20102011,Dallas Stars,1983-10-09,D
2908,Sergei Gonchar,20102011,Ottawa Senators,1974-04-13,D
2909,Fedor Tyutin,20102011,Columbus Blue Jackets,1983-07-19,D
2910,Linus Omark,20102011,Edmonton Oilers,1987-02-05,LW
2911,Brian Campbell,20102011,Chicago Blackhawks,1979-05-23,D
2912,Andrew MacDonald,20102011,New York Islanders,1986-09-07,D
2913,Ryan Whitney,20102011,Edmonton Oilers,1983-02-19,D
2914,Martin Hanzal,20102011,Phoenix Coyotes,1987-02-20,C
2915,Rob Schremp,20102011,totals,1986-07-01,C
2916,Ryan O'Reilly,20102011,Colorado Avalanche,1991-02-07,C
2917,Mathieu Darche,20102011,Montréal Canadiens,1976-11-26,LW
2918,Jeff Halpern,20102011,Montréal Canadiens,1976-05-03,C
2919,Daniel Winnik,20102011,Colorado Avalanche,1985-03-06,W/C
2920,Jason Chimera,20102011,Washington Capitals,1979-05-02,LW/RW
2921,Carlo Colaiacovo,20102011,St Louis Blues,1983-01-27,D
2922,Dmitry Kulikov,20102011,Florida Panthers,1990-10-29,D
2923,Tom Gilbert,20102011,Edmonton Oilers,1983-01-10,D
2924,Travis Hamonic,20102011,New York Islanders,1990-08-16,D
2925,Steve Montador,20102011,Buffalo Sabres,1979-12-21,D
2926,Ian White,20102011,totals,1984-06-04,D
2927,Victor Hedman,20102011,Tampa Bay Lightning,1990-12-18,D
2928,Ryan Jones,20102011,Edmonton Oilers,1984-06-14,LW/RW
2929,Kevin Porter,20102011,Colorado Avalanche,1986-03-12,C/RW
2930,John Madden,20102011,Minnesota Wild,1973-05-04,C
2931,Kyle Turris,20102011,Phoenix Coyotes,1989-08-14,C/RW
2932,Ruslan Fedotenko,20102011,New York Rangers,1979-01-18,LW/RW
2933,Mikael Backlund,20102011,Calgary Flames,1989-03-17,C
2934,Nate Thompson,20102011,Tampa Bay Lightning,1984-10-05,C
2935,Matt Hendricks,20102011,Washington Capitals,1981-06-17,LW/C
2936,Chris Pronger,20102011,Philadelphia Flyers,1974-10-10,D
2937,Toni Lydman,20102011,Anaheim Ducks,1977-09-25,D
2938,Max Pacioretty,20102011,Montréal Canadiens,1988-11-20,LW
2939,Viktor Stalberg,20102011,Chicago Blackhawks,1986-01-17,LW/RW
2940,Marcel Goc,20102011,Nashville Predators,1983-08-24,C
2941,Mike Green,20102011,Washington Capitals,1985-10-12,D
2942,Marek Zidlicky,20102011,Minnesota Wild,1977-02-03,D
2943,Jay Bouwmeester,20102011,Calgary Flames,1983-09-27,D
2944,Sean Avery,20102011,New York Rangers,1980-04-10,LW/C
2945,Paul Martin,20102011,Pittsburgh Penguins,1981-03-05,D
2946,Jason Demers,20102011,San Jose Sharks,1988-06-09,D
2947,Kristian Huselius,20102011,Columbus Blue Jackets,1978-11-10,LW
2948,Tim Jackman,20102011,Calgary Flames,1981-11-14,RW
2949,Vinny Prospal,20102011,New York Rangers,1975-02-17,LW/C
2950,Derek MacKenzie,20102011,Columbus Blue Jackets,1981-06-11,C/LW
2951,Torrey Mitchell,20102011,San Jose Sharks,1985-01-30,C/RW
2952,Colby Armstrong,20102011,Toronto Maple Leafs,1982-11-23,RW/LW
2953,Mats Zuccarello,20102011,New York Rangers,1987-09-01,RW/LW
2954,Dan Hamhuis,20102011,Vancouver Canucks,1982-12-13,D
2955,Kris Russell,20102011,Columbus Blue Jackets,1987-05-02,D
2956,Pavel Kubina,20102011,Tampa Bay Lightning,1977-04-15,D
2957,Andy Greene,20102011,New Jersey Devils,1982-10-30,D
2958,Nikolay Zherdev,20102011,Philadelphia Flyers,1984-11-05,LW/RW
2959,Brandon Yip,20102011,Colorado Avalanche,1985-04-25,RW
2960,Andreas Nodl,20102011,Philadelphia Flyers,1987-02-28,RW
2961,Tyler Seguin,20102011,Boston Bruins,1992-01-31,C/RW
2962,Steve Sullivan,20102011,Nashville Predators,1974-07-06,LW
2963,David Desharnais,20102011,Montréal Canadiens,1986-09-14,C/LW
2964,Mattias Tedenby,20102011,New Jersey Devils,1990-02-21,LW
2965,Kurtis Foster,20102011,Edmonton Oilers,1981-11-24,D
2966,Radek Dvorak,20102011,totals,1977-03-09,RW
2967,Kevin Bieksa,20102011,Vancouver Canucks,1981-06-16,D
2968,Vernon Fiddler,20102011,Phoenix Coyotes,1980-05-09,C/LW
2969,Luke Schenn,20102011,Toronto Maple Leafs,1989-11-02,D
2970,Jack Hillen,20102011,New York Islanders,1986-01-24,D
2971,Adrian Aucoin,20102011,Phoenix Coyotes,1973-07-03,D
2972,Brandon McMillan,20102011,Anaheim Ducks,1990-03-22,C/LW
2973,Bobby Butler,20102011,Ottawa Senators,1987-04-26,RW
2974,Max Talbot,20102011,Pittsburgh Penguins,1984-02-11,C/W
2975,Michal Rozsival,20102011,totals,1978-09-03,D
2976,Jake Dowell,20102011,Chicago Blackhawks,1985-03-04,C
2977,Chris Campoli,20102011,totals,1984-07-09,D
2978,Patrick Eaves,20102011,Detroit Red Wings,1984-05-01,RW/LW
2979,Matt Calvert,20102011,Columbus Blue Jackets,1989-12-24,LW/RW
2980,Eric Fehr,20102011,Washington Capitals,1985-09-07,C/RW
2981,Shawn Thornton,20102011,Boston Bruins,1977-07-23,RW
2982,Tim Brent,20102011,Toronto Maple Leafs,1984-03-10,C
2983,Cody McCormick,20102011,Buffalo Sabres,1983-04-18,C/W
2984,Jay McClement,20102011,totals,1983-03-02,C/D
2985,Samuel Pahlsson,20102011,Columbus Blue Jackets,1977-12-17,C
2986,Alexander Burmistrov,20102011,Atlanta Thrashers,1991-10-21,C
2987,Kyle Okposo,20102011,New York Islanders,1988-04-16,RW/C
2988,Jan Hejda,20102011,Columbus Blue Jackets,1978-06-18,D
2989,Carl Gunnarsson,20102011,Toronto Maple Leafs,1986-11-09,D
2990,Brad Stuart,20102011,Detroit Red Wings,1979-11-06,D
2991,J-P Dumont,20102011,Nashville Predators,1978-04-01,RW
2992,Chris Thorburn,20102011,Atlanta Thrashers,1983-06-03,RW
2993,Jack Skille,20102011,totals,1987-05-19,RW/LW
2994,Brad Richardson,20102011,Los Angeles Kings,1985-02-04,RW/C
2995,Justin Abdelkader,20102011,Detroit Red Wings,1987-02-25,LW/RW
2996,Rob Niedermayer,20102011,Buffalo Sabres,1974-12-28,RW/C
2997,Zbynek Michalek,20102011,Pittsburgh Penguins,1982-12-23,D
2998,Grant Clitsome,20102011,Columbus Blue Jackets,1985-04-14,D
2999,Ron Hainsey,20102011,Atlanta Thrashers,1981-03-24,D
3000,David Clarkson,20102011,New Jersey Devils,1984-03-31,RW
3001,Drew Miller,20102011,Detroit Red Wings,1984-02-17,LW/RW
3002,Jordin Tootoo,20102011,Nashville Predators,1983-02-02,RW
3003,Tom Kostopoulos,20102011,totals,1979-01-24,RW/LW
3004,Patrick Dwyer,20102011,Carolina Hurricanes,1983-06-22,RW
3005,Adam Hall,20102011,Tampa Bay Lightning,1980-08-14,RW
3006,Cal O'Reilly,20102011,Nashville Predators,1986-09-30,C
3007,Jason Garrison,20102011,Florida Panthers,1984-11-13,D
3008,Marc-Edouard Vlasic,20102011,San Jose Sharks,1987-03-30,D
3009,Ben Lovejoy,20102011,Pittsburgh Penguins,1984-02-20,D
3010,Kevin Klein,20102011,Nashville Predators,1984-12-13,D
3011,Anton Stralman,20102011,Columbus Blue Jackets,1986-08-01,D
3012,Sean O'Donnell,20102011,Philadelphia Flyers,1971-10-13,D
3013,Nick Palmieri,20102011,New Jersey Devils,1989-07-12,RW
3014,Jeff Tambellini,20102011,Vancouver Canucks,1984-04-13,LW/RW
3015,Mike Rupp,20102011,Pittsburgh Penguins,1980-01-13,W/C
3016,Evgenii Dadonov,20102011,Florida Panthers,1989-03-12,RW/LW
3017,Ben Eager,20102011,totals,1984-01-22,LW
3018,Lars Eller,20102011,Montréal Canadiens,1989-05-08,C
3019,Darroll Powe,20102011,Philadelphia Flyers,1985-06-22,C/W
3020,Rostislav Olesz,20102011,Florida Panthers,1985-10-10,LW/RW
3021,Philippe Dupuis,20102011,Colorado Avalanche,1985-04-24,C/RW
3022,Zach Bogosian,20102011,Atlanta Thrashers,1990-07-15,D
3023,Francois Beauchemin,20102011,totals,1980-06-04,D
3024,Milan Jurcina,20102011,New York Islanders,1983-06-07,D
3025,Mike Weber,20102011,Buffalo Sabres,1987-12-16,D
3026,Bryan Allen,20102011,totals,1980-08-21,D
3027,Cory Sarich,20102011,Calgary Flames,1978-08-16,D
3028,Derek Dorsett,20102011,Columbus Blue Jackets,1986-12-20,RW
3029,Peter Regin,20102011,Ottawa Senators,1986-04-16,C
3030,Nick Schultz,20102011,Minnesota Wild,1982-08-25,D
3031,Robyn Regehr,20102011,Calgary Flames,1980-04-19,D
3032,Johnny Oduya,20102011,Atlanta Thrashers,1981-10-01,D
3033,Brad Winchester,20102011,totals,1981-03-01,LW
3034,Chuck Kobasew,20102011,Minnesota Wild,1982-04-17,RW
3035,Eric Brewer,20102011,totals,1979-04-17,D
3036,Alex Frolov,20102011,New York Rangers,1982-06-19,LW
3037,Fernando Pisani,20102011,Chicago Blackhawks,1976-12-27,RW
3038,Chris Conner,20102011,Pittsburgh Penguins,1983-12-23,RW/LW
3039,Shawn Matthias,20102011,Florida Panthers,1988-02-19,LW
3040,Travis Moen,20102011,Montréal Canadiens,1982-04-06,LW/RW
3041,Chris Neil,20102011,Ottawa Senators,1979-06-18,RW
3042,Marco Sturm,20102011,totals,1978-09-08,LW
3043,Alec Martinez,20102011,Los Angeles Kings,1987-07-26,D
3044,Mike Grier,20102011,Buffalo Sabres,1975-01-05,RW
3045,Derek Morris,20102011,Phoenix Coyotes,1978-08-24,D
3046,Henrik Tallinder,20102011,New Jersey Devils,1979-01-10,D
3047,Sami Lepisto,20102011,totals,1984-10-17,D
3048,Radek Martinek,20102011,New York Islanders,1976-08-31,D
3049,Ryan Wilson,20102011,Colorado Avalanche,1987-02-03,D
3050,Johnny Boychuk,20102011,Boston Bruins,1984-01-19,D
3051,Filip Kuba,20102011,Ottawa Senators,1976-12-29,D
3052,Braydon Coburn,20102011,Philadelphia Flyers,1985-02-27,D
3053,Tim Gleason,20102011,Carolina Hurricanes,1983-01-29,D
3054,Jaroslav Spacek,20102011,Montréal Canadiens,1974-02-11,D
3055,TJ Galiardi,20102011,Colorado Avalanche,1988-04-22,C/LW
3056,Dana Tyrell,20102011,Tampa Bay Lightning,1989-04-23,C/W
3057,Chris Clark,20102011,Columbus Blue Jackets,1976-03-08,RW
3058,Alexei Ponikarovsky,20102011,Los Angeles Kings,1980-04-09,LW
3059,Steve Bernier,20102011,Florida Panthers,1985-03-31,RW
3060,Mike Modano,20102011,Detroit Red Wings,1970-06-07,C
3061,Craig Adams,20102011,Pittsburgh Penguins,1977-04-26,RW
3062,Joey Crabb,20102011,Toronto Maple Leafs,1983-04-03,RW
3063,Adam McQuaid,20102011,Boston Bruins,1986-10-12,D
3064,Andrew Ference,20102011,Boston Bruins,1979-03-17,D
3065,Jonathan Ericsson,20102011,Detroit Red Wings,1984-03-02,D
3066,Michael Sauer,20102011,New York Rangers,1987-08-07,D
3067,Rob Scuderi,20102011,Los Angeles Kings,1978-12-30,D
3068,Marc Methot,20102011,Columbus Blue Jackets,1985-06-21,D
3069,Adam Burish,20102011,Dallas Stars,1983-01-06,RW/LW
3070,Nick Spaling,20102011,Nashville Predators,1988-09-19,C/LW
3071,Mathieu Perreault,20102011,Washington Capitals,1988-01-05,C
3072,Kyle Clifford,20102011,Los Angeles Kings,1991-01-13,LW
3073,B.J. Crombeen,20102011,St Louis Blues,1985-07-10,RW
3074,Ed Jovanovski,20102011,Phoenix Coyotes,1976-06-26,D
3075,Matt Martin,20102011,New York Islanders,1989-05-08,LW
3076,Mikkel Boedker,20102011,Phoenix Coyotes,1989-12-16,LW/RW
3077,David Schlemko,20102011,Phoenix Coyotes,1987-05-07,D
3078,Mark Fayne,20102011,New Jersey Devils,1987-05-15,D
3079,Jamal Mayers,20102011,San Jose Sharks,1974-10-24,RW
3080,Jim Vandermeer,20102011,Edmonton Oilers,1980-02-21,D
3081,Douglas Murray,20102011,San Jose Sharks,1980-03-12,D
3082,Colin Greening,20102011,Ottawa Senators,1986-03-09,C/LW
3083,Daniel Paille,20102011,Boston Bruins,1984-04-15,LW
3084,Kyle Wellwood,20102011,San Jose Sharks,1983-05-16,C
3085,Darryl Boyce,20102011,Toronto Maple Leafs,1984-07-07,C/W
